Season,Match Date,Home Score,Home Team,Away Score,Away Team,Competition,Attendance,Venue,Referee
2019,"Monday, 22nd April 2019",16,Rochdale Hornets,52,Sheffield Eagles,League 2,569,,
2019,"Sunday, 28th April 2019",24,Sheffield Eagles,32,Halifax,League 2,966,"Sheffield Olympic Legacy Park, Sheffield, England",Billy Pearson
2019,"Sunday, 5th May 2019",42,Leigh Centurions,38,Sheffield Eagles,League 2,3031,,
2019,"Sunday, 19th May 2019",18,Barrow Raiders,30,Sheffield Eagles,League 2,7158,"Neutral Venue: Matt Johnson Prestige Stadium, Barrow, England",Michael Mannifield
2019,"Friday, 24th May 2019",16,Sheffield Eagles,42,Toronto Wolfpack,League 2,932,"Sheffield Olympic Legacy Park, Sheffield, England",Billy Pearson
2019,"Friday, 31st May 2019",36,Widnes Vikings,6,Sheffield Eagles,League 2,4920,,
2019,"Wednesday, 5th June 2019",8,Halifax,52,Sheffield Eagles,1895 Cup 2 (16),312,,
2019,"Sunday, 9th June 2019",18,Sheffield Eagles,38,Featherstone Rovers,League 2,1321,"Sheffield Olympic Legacy Park, Sheffield, England",Billy Pearson
2019,"Sunday, 16th June 2019",24,Batley Bulldogs,54,Sheffield Eagles,League 2,2798,,
2019,"Friday, 21st June 2019",46,Sheffield Eagles,24,Rochdale Hornets,League 2,543,"Sheffield Olympic Legacy Park, Sheffield, England",Cameron Worsley
2019,"Wednesday, 26th June 2019",28,Doncaster,32,Sheffield Eagles,1895 Cup QF,374,,
2019,"Sunday, 30th June 2019",18,Sheffield Eagles,22,Leigh Centurions,League 2,1082,"Sheffield Olympic Legacy Park, Sheffield, England",Michael Mannifield
2019,"Friday, 5th July 2019",16,Sheffield Eagles,23,York City Knights,League 2,793,"Sheffield Olympic Legacy Park, Sheffield, England",Aaron Moore
2019,"Friday, 12th July 2019",28,Sheffield Eagles,22,Dewsbury Rams,League 2,691,"Sheffield Olympic Legacy Park, Sheffield, England",Gareth Hewer
2019,"Saturday, 20th July 2019",56,Toulouse Olympique,18,Sheffield Eagles,League 2,2154,,
2019,"Sunday, 28th July 2019",18,Sheffield Eagles,2,Batley Bulldogs,1895 Cup Semi,727,"Sheffield Olympic Legacy Park, Sheffield, England",Gareth Hewer
2019,"Friday, 2nd August 2019",30,Sheffield Eagles,10,Widnes Vikings,League 2,772,"Sheffield Olympic Legacy Park, Sheffield, England",Greg Dolan
2019,"Sunday, 11th August 2019",18,Halifax,20,Sheffield Eagles,League 2,1205,,
2019,"Sunday, 18th August 2019",44,Sheffield Eagles,18,Barrow Raiders,League 2,677,"Sheffield Olympic Legacy Park, Sheffield, England",Gareth Hewer
2019,"Saturday, 24th August 2019",36,Sheffield Eagles,18,Widnes Vikings,1895 Cup Final,62717,"Neutral Venue: Wembley Stadium, London, England",Chris Kendall
2019,"Sunday, 1st September 2019",30,Bradford Bulls,10,Sheffield Eagles,League 2,7541,,
2019,"Sunday, 8th September 2019",48,Swinton Lions,16,Sheffield Eagles,League 2,814,"Heywood Road, Sale, England",Billy Pearson
2020,"Sunday, 2nd February 2020",18,Halifax,17,Sheffield Eagles,League 2,,,
2020,"Saturday, 8th February 2020",58,Leigh Centurions,10,Sheffield Eagles,League 2,,,
2020,"Sunday, 16th February 2020",14,Sheffield Eagles,26,Toulouse Olympique,League 2,618,"Castle Park, Doncaster, England",Aaron Moore
2020,"Saturday, 22nd February 2020",20,Sheffield Eagles,18,Halifax,Challenge Cup 4 (64),429,"Belle Vue, Wakefield, England",James Vella
2020,"Sunday, 1st March 2020",18,Batley Bulldogs,19,Sheffield Eagles,League 2,,,
2020,"Sunday, 8th March 2020",28,Bradford Bulls,0,Sheffield Eagles,League 2,,,
2020,"Sunday, 15th March 2020",34,Sheffield Eagles,18,Workington Town,Challenge Cup 5 (32),323,"Keepmoat Stadium, Doncaster, England",James Vella
2021,"Friday, 19th March 2021",6,Sheffield Eagles,30,York City Knights,Challenge Cup 1 (64),Keepmoat Stadium Doncaster England,Referee: Tom Grant,
2021,"Sunday, 4th April 2021",50,Sheffield Eagles,12,Bradford Bulls,League 2,Keepmoat Stadium Doncaster England,Referee: James Vella,
2021,"Sunday, 18th April 2021",14,York City Knights,20,Sheffield Eagles,League 2,LNER Community Stadium York England,Referee: Gareth Hewer,
2021,"Sunday, 25th April 2021",24,Newcastle Thunder,16,Sheffield Eagles,League 2,Kingston Park Newcastle England,Referee: James Vella,
2021,"Saturday, 1st May 2021",20,Sheffield Eagles,20,London Broncos,League 2,Keepmoat Stadium Doncaster England,Referee: Ben Thaler,
2021,"Friday, 7th May 2021",18,Sheffield Eagles,30,Batley Bulldogs,League 2,Keepmoat Stadium Doncaster England,Referee: Gareth Hewer,
2021,"Sunday, 23rd May 2021",18,Sheffield Eagles,50,Featherstone Rovers,League 2,620,"Keepmoat Stadium, Doncaster, England",Aaron Moore
2021,"Sunday, 30th May 2021",25,Sheffield Eagles,25,Whitehaven,League 2,343,"Keepmoat Stadium, Doncaster, England",Cameron Worsley
2021,"Sunday, 6th June 2021",46,Halifax Panthers,12,Sheffield Eagles,League 2,734,"The Shay, Halifax, England",Robert Hicks
2021,"Saturday, 12th June 2021",28,Oldham,32,Sheffield Eagles,League 2,475,"Bower Fold, Stalybridge, England",Michael Mannifield
2021,"Sunday, 20th June 2021",30,Widnes Vikings,20,Sheffield Eagles,League 2,984,"DCBL Stadium, Widnes, England",Ben Thaler
2021,"Sunday, 27th June 2021",6,Sheffield Eagles,54,Toulouse Olympique,League 2,319,"Neutral Venue: The Mobile Rocket Stadium, Wakefield, England",Gareth Hewer
2021,"Sunday, 4th July 2021",18,Dewsbury Rams,18,Sheffield Eagles,League 2,549,"Tetley's Stadium, Dewsbury, England",Matt Rossleigh
2021,"Sunday, 11th July 2021",22,Swinton Lions,30,Sheffield Eagles,League 2,501,"Heywood Road, Sale, England",Tom Crashley
2021,"Sunday, 25th July 2021",28,Sheffield Eagles,40,Halifax Panthers,League 2,775,"The Mobile Rocket Stadium, Wakefield, England",Bradley Milligan
2021,"Sunday, 15th August 2021",25,Sheffield Eagles,18,Oldham,League 2,372,"Keepmoat Stadium, Doncaster, England",Aaron Moore
2021,"Sunday, 22nd August 2021",56,Batley Bulldogs,12,Sheffield Eagles,League 2,859,"The Fox's Biscuits Stadium, Batley, England",Bradley Milligan
2021,"Sunday, 29th August 2021",42,London Broncos,12,Sheffield Eagles,League 2,350,"Trailerfinders Sports Ground, London, England",Cameron Worsley
2021,"Sunday, 5th September 2021",20,Sheffield Eagles,24,Dewsbury Rams,League 2,432,"Keepmoat Stadium, Doncaster, England",James Vella
2021,"Sunday, 12th September 2021",28,Sheffield Eagles,34,Swinton Lions,League 2,430,"Keepmoat Stadium, Doncaster, England",Gareth Hewer
2021,"Sunday, 19th September 2021",78,Featherstone Rovers,10,Sheffield Eagles,League 2,1750,"Millenium Stadium, Featherstone, England",Bradley Milligan
2022,"Sunday, 30th January 2022",22,Barrow Raiders,10,Sheffield Eagles,League 2,1927,"Matt Johnson Prestige Stadium, Barrow, England",Tom Grant
2022,"Sunday, 6th February 2022",14,Bradford Bulls,28,Sheffield Eagles,League 2,3547,"Odsal Stadium, Bradford, England",Liam Moore
2022,"Sunday, 13th February 2022",12,Dewsbury Rams,10,Sheffield Eagles,League 2,846,"Tetley's Stadium, Dewsbury, England",James Vella
2022,"Sunday, 27th February 2022",20,Hunslet Club Parkside,40,Sheffield Eagles,Challenge Cup 4 (64),450,"South Leeds Stadium, Leeds, England",Bradley Milligan
2022,"Sunday, 6th March 2022",4,Workington Town,54,Sheffield Eagles,League 2,779,"Derwent Park, Workington, England",James Vella
2022,"Saturday, 12th March 2022",30,North Wales Crusaders,50,Sheffield Eagles,Challenge Cup 5 (32),330,"Stadiwm Eirias, Colwyn Bay, Wales",Liam Rush
2022,"Sunday, 20th March 2022",6,Whitehaven,44,Sheffield Eagles,League 2,1239,"LEL Arena, Whitehaven, England",Michael Smaill
2022,"Saturday, 26th March 2022",12,Sheffield Eagles,58,Hull FC,Challenge Cup 6 (16),1039,"Millennium Stadium, Featherstone, England",James Child
2022,"Sunday, 3rd April 2022",44,Featherstone Rovers,18,Sheffield Eagles,League 2,2842,"Millennium Stadium, Featherstone, England",Ben Thaler
2022,"Saturday, 9th April 2022",40,Sheffield Eagles,6,Whitehaven,1895 Cup,150,"Millennium Stadium, Featherstone, England",Aaron Moore
2022,"Saturday, 16th April 2022",30,Sheffield Eagles,10,London Broncos,League 2,943,"Eco-Power Stadium, Doncaster, England",Ben Thaler
2022,"Friday, 22nd April 2022",34,Sheffield Eagles,20,Newcastle Thunder,League 2,385,"Millennium Stadium, Featherstone, England",Matt Rossleigh
2022,"Friday, 29th April 2022",34,Leigh Centurions,6,Sheffield Eagles,League 2,2431,"Leigh Sports Village Stadium, Leigh, England",Scott Mikalauskas
2022,"Sunday, 8th May 2022",30,Leigh Centurions,12,Sheffield Eagles,1895 Cup,2110,"Leigh Sports Village Stadium, Leigh, England",Nick Bennett
2022,"Sunday, 15th May 2022",38,Halifax Panthers,14,Sheffield Eagles,League 2,1476,"The Shay, Halifax, England",Aaron Moore
2022,"Monday, 23rd May 2022",34,Sheffield Eagles,24,Widnes Vikings,League 2,795,"Sheffield Olympic Legacy Park, Sheffield, England",Matt Rossleigh
2022,"Thursday, 2nd June 2022",14,Sheffield Eagles,34,York City Knights,League 2,786,"Sheffield Olympic Legacy Park, Sheffield, England",Scott Mikalauskas
2022,"Sunday, 5th June 2022",18,Newcastle Thunder,31,Sheffield Eagles,League 2,628,"Kingston Park, Newcastle, England",Matt Rossleigh
2022,"Sunday, 12th June 2022",10,Sheffield Eagles,30,Bradford Bulls,League 2,799,"Sheffield Olympic Legacy Park, Sheffield, England",Aaron Moore
2022,"Friday, 24th June 2022",4,Sheffield Eagles,58,Leigh Centurions,League 2,758,"Sheffield Olympic Legacy Park, Sheffield, England",Ben Thaler
2022,"Sunday, 3rd July 2022",36,London Broncos,28,Sheffield Eagles,League 2,750,"Kuflink Stadium, Northfleet, England",Nick Bennett
2022,"Friday, 8th July 2022",18,Sheffield Eagles,20,Batley Bulldogs,League 2,678,"Sheffield Olympic Legacy Park, Sheffield, England",Scott Mikalauskas
2022,"Sunday, 17th July 2022",32,Sheffield Eagles,36,Barrow Raiders,League 2,621,"Sheffield Olympic Legacy Park, Sheffield, England",James Vella
2022,"Sunday, 24th July 2022",64,Sheffield Eagles,6,Workington Town,League 2,644,"Sheffield Olympic Legacy Park, Sheffield, England",Liam Rush
2022,"Saturday, 30th July 2022",12,London Broncos,38,Sheffield Eagles,League 2,6752,"Neutral Venue: Emerald Headingley Stadium, Leeds, England",James Vella
2022,"Wednesday, 3rd August 2022",32,Batley Bulldogs,22,Sheffield Eagles,League 2,964,"The Fox's Biscuits Stadium, Batley, England",Cameron Worsley
2022,"Sunday, 7th August 2022",38,Sheffield Eagles,26,Whitehaven,League 2,727,"Sheffield Olympic Legacy Park, Sheffield, England",Matt Rossleigh
2022,"Friday, 12th August 2022",26,Sheffield Eagles,32,Halifax Panthers,League 2,569,"Sheffield Olympic Legacy Park, Sheffield, England",James Child
2022,"Sunday, 21st August 2022",18,Widnes Vikings,30,Sheffield Eagles,League 2,2458,"DCBL Stadium, Widnes, England",Liam Rush
2022,"Friday, 26th August 2022",20,York City Knights,12,Sheffield Eagles,League 2,1598,"LNER Community Stadium, York, England",Nick Bennett
2022,"Friday, 2nd September 2022",18,Sheffield Eagles,30,Featherstone Rovers,League 2,912,"Sheffield Olympic Legacy Park, Sheffield, England",Aaron Moore
2022,"Wednesday, 14th September 2022",34,Sheffield Eagles,24,Dewsbury Rams,League 2,604,"Sheffield Olympic Legacy Park, Sheffield, England",Matt Rossleigh
2023,"Sunday, 5th February 2023",26,Halifax Panthers,18,Sheffield Eagles,League 2,2101,"The Shay, Halifax, England",Liam Rush
2023,"Sunday, 12th February 2023",16,Barrow Raiders,36,Sheffield Eagles,League 2,2094,"Matt Johnson Prestige Stadium, Barrow, England",Ben Thaler
2023,"Friday, 17th February 2023",36,Sheffield Eagles,0,Batley Bulldogs,League 2,878,"Sheffield Olympic Legacy Park, Sheffield, England",James Vella
2023,"Sunday, 26th February 2023",20,London Broncos,21,Sheffield Eagles,League 2,1175,"Cherry Red Records Stadium, London, England",James Vella
2023,"Sunday, 5th March 2023",42,Sheffield Eagles,12,Widnes Vikings,League 2,1319,"Sheffield Olympic Legacy Park, Sheffield, England",Liam Rush
2023,"Sunday, 12th March 2023",12,Siddal,34,Sheffield Eagles,Challenge Cup 3 (128),Siddal Sports and Community Centre Halifax England,Referee: Kevin Moore,
2023,"Sunday, 19th March 2023",32,Bradford Bulls,18,Sheffield Eagles,League 2,3004,"Odsal Stadium, Bradford, England",Matt Rossleigh
2023,"Saturday, 25th March 2023",32,Sheffield Eagles,4,Toulouse Olympique,League 2,959,"Sheffield Olympic Legacy Park, Sheffield, England",Tom Grant
2023,"Sunday, 2nd April 2023",24,York Knights,22,Sheffield Eagles,Challenge Cup 4 (64),832,"LNER Community Stadium, York, England",James Vella
2023,"Friday, 7th April 2023",20,Newcastle Thunder,44,Sheffield Eagles,League 2,817,"Kingston Park, Newcastle, England",Bradley Milligan
2023,"Monday, 17th April 2023",16,Sheffield Eagles,6,Swinton Lions,League 2,1179,"Sheffield Olympic Legacy Park, Sheffield, England",Nick Bennett
2023,"Sunday, 7th May 2023",28,Featherstone Rovers,20,Sheffield Eagles,League 2,3187,"Millennium Stadium, Featherstone, England",Tom Grant
2023,"Sunday, 14th May 2023",18,Keighley Cougars,46,Sheffield Eagles,League 2,1347,"Cougar Park, Keighley, England",James Vella
2023,"Sunday, 28th May 2023",32,Newcastle Thunder,38,Sheffield Eagles,League 2,2948,"Neutral Venue: LNER Community Stadium, York, England",Nick Bennett
2023,"Sunday, 4th June 2023",26,Sheffield Eagles,40,Whitehaven,League 2,1179,"Sheffield Olympic Legacy Park, Sheffield, England",Kevin Moore
2023,"Friday, 9th June 2023",40,Sheffield Eagles,10,York Knights,League 2,1051,"Sheffield Olympic Legacy Park, Sheffield, England",Michael Smaill
2023,"Saturday, 17th June 2023",48,Toulouse Olympique,10,Sheffield Eagles,League 2,3344,"Stade Ernest Wallon, Toulouse, France",Aaron Moore
2023,"Friday, 23rd June 2023",40,Sheffield Eagles,0,Newcastle Thunder,League 2,879,"Sheffield Olympic Legacy Park, Sheffield, England",Michael Smaill
2023,"Sunday, 2nd July 2023",30,Swinton Lions,22,Sheffield Eagles,League 2,1094,"Heywood Road, Sale, England",Liam Rush
2023,"Sunday, 9th July 2023",36,Sheffield Eagles,18,Barrow Raiders,League 2,1011,"Sheffield Olympic Legacy Park, Sheffield, England",Cameron Worsley
2023,"Sunday, 16th July 2023",23,York Knights,18,Sheffield Eagles,League 2,2266,"LNER Community Stadium, York, England",James Vella
2023,"Friday, 28th July 2023",32,Sheffield Eagles,30,Halifax Panthers,League 2,1327,"Sheffield Olympic Legacy Park, Sheffield, England",Scott Mikalauskas
2023,"Sunday, 6th August 2023",32,Whitehaven,20,Sheffield Eagles,League 2,720,"LEL Arena, Whitehaven, England",Scott Mikalauskas
2023,"Friday, 18th August 2023",10,Sheffield Eagles,38,Featherstone Rovers,League 2,1709,"Sheffield Olympic Legacy Park, Sheffield, England",James Vella
2023,"Friday, 25th August 2023",6,Batley Bulldogs,49,Sheffield Eagles,League 2,1209,"The Fox's Biscuits Stadium, Batley, England",Liam Rush
2023,"Sunday, 3rd September 2023",18,Sheffield Eagles,26,London Broncos,League 2,910,"Sheffield Olympic Legacy Park, Sheffield, England",Liam Rush
2023,"Friday, 8th September 2023",38,Sheffield Eagles,10,Keighley Cougars,League 2,932,"Sheffield Olympic Legacy Park, Sheffield, England",Cameron Worsley
2023,"Sunday, 17th September 2023",18,Widnes Vikings,38,Sheffield Eagles,League 2,2961,"DCBL Stadium, Widnes, England",Scott Mikalauskas
2023,"Sunday, 24th September 2023",16,Sheffield Eagles,17,Bradford Bulls,League 2,1976,"Sheffield Olympic Legacy Park, Sheffield, England",Marcus Griffiths
2023,"Sunday, 1st October 2023",0,Sheffield Eagles,42,London Broncos,Play-offs League 2 EPO,648,"Sheffield Olympic Legacy Park, Sheffield, England",James Vella
2024,"Sunday, 4th February 2024",18,Doncaster,22,Sheffield Eagles,"1895 Cup Group 7, Round 2",Eco-Power Stadium Doncaster England,Referee: Kevin Moore,
2024,"Saturday, 10th February 2024",88,Sheffield Eagles,12,Newcastle Thunder,Challenge Cup 3 (128),617,"Sheffield Olympic Legacy Park, Sheffield, England",Denton Arnold
2024,"Sunday, 18th February 2024",16,Midlands Hurricanes,30,Sheffield Eagles,"1895 Cup Group 7, Round 3",Alexander Stadium Birmingham England,Referee: Michael Smaill,
2024,"Sunday, 25th February 2024",16,York Knights,32,Sheffield Eagles,Challenge Cup 4 (64),LNER Community Stadium York England,Referee: Liam Rush,
2024,"Sunday, 3rd March 2024",26,Sheffield Eagles,10,Batley Bulldogs,1895 Cup Quarter Final,727,"Sheffield Olympic Legacy Park, Sheffield, England",Marcus Griffiths
2024,"Saturday, 9th March 2024",12,Swinton Lions,14,Sheffield Eagles,Challenge Cup 5 (32),412,"Heywood Road, Sale, England",Marcus Griffiths
2024,"Friday, 15th March 2024",24,Sheffield Eagles,22,Toulouse Olympique,League 2,794,"Sheffield Olympic Legacy Park, Sheffield, England",Michael Smaill
2024,"Friday, 22nd March 2024",44,Wigan Warriors,18,Sheffield Eagles,Challenge Cup 6 (16),5733,"DW Stadium, Wigan, England",James Vella
